ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket
S949.56,2026-02-21,732 RICHFIELD ST,The Village of Sanibel,429900,249205,0
S802.80,2026-02-21,1021 MALLARD LN,The Village of Bridgeport - Edgewater,529000,249151,0
S205.213,2026-02-21,1269 TANGELO LN,The Village of Fernandina,504900,247936,0
S206.148,2026-02-21,3199 LAFAYETTE ST,The Village of Fernandina,529900,248855,0
S208.11,2026-02-21,1357 OWL DR,The Village of Fernandina,474900,247864,0
S208.60,2026-02-21,1244 THUNDERBIRD WAY,The Village of Fernandina,585000,248200,0
S208.83,2026-02-21,1328 MOCKINGBIRD LN,The Village of Fernandina,559000,248367,0
S208.110,2026-02-21,1276 MOCKINGBIRD LN,The Village of Fernandina,459000,248016,0
S215.8,2026-02-21,3361 BRASSIE TER,The Village of Fernandina,499900,248829,0
S215.122,2026-02-21,3354 RIDGEWOOD PATH,The Village of Fernandina,899999,248799,0
S941.59,2026-02-21,1109 TIPTON LN,The Village of Fernandina,344900,248288,0
S952.46,2026-02-21,1433 DYNASTY PL,The Village of Fernandina,278500,247586,0
S952.66,2026-02-21,1479 OLYMPIA ST,The Village of Fernandina,319900,249245,0
S181.49,2026-02-21,3389 GREENACRES TER,The Village of Charlotte,349900,249176,0
S181.157,2026-02-21,3462 GREENACRES TER,The Village of Charlotte,410000,248710,0
S196.48,2026-02-21,3372 MAYFLOWER LOOP,The Village of Charlotte,715000,248753,0
S196.176,2026-02-21,809 ENISGROVE WAY,The Village of Charlotte,559777,248544,0
S945.13,2026-02-21,3331 OVERLAND TER,The Village of Charlotte,369000,249196,0
S945.36,2026-02-21,3362 SEBASTION AVE,The Village of Charlotte,380000,248091,0
S188.53,2026-02-21,717 ROCKINGHAM RD,The Village of Charlotte,849000,247837,0
S209.70,2026-02-21,3138 AMHERST WAY,The Village of Gilchrist,689000,248273,0
S210.131,2026-02-21,2991 OLENDA DR,The Village of Gilchrist,574000,249068,0
S211.74,2026-02-21,3067 BUREAU PATH,The Village of Gilchrist,859316,248734,0
S211.165,2026-02-21,1594 NORWOOD ST,The Village of Gilchrist,585000,248726,0
S212.58,2026-02-21,2965 STEPPING STONE PATH,The Village of Gilchrist,724900,249072,0
S214.97,2026-02-21,3242 ORANGEDALE TER,The Village of Gilchrist,449900,249135,0
S953.43,2026-02-21,1751 BRANDENBURG CT,The Village of Gilchrist,335000,249081,0
S697.5,2026-02-21,5 HICKORY HEAD HAMMOCK,The Village of Hickory Head Hammock,499711,247990,0
S224.77,2026-02-21,2873 BORDER CT,The Village of Pinellas,540000,247655,0
S224.168,2026-02-21,1953 YEARLING WAY,The Village of Pinellas,450000,247580,0
S225.90,2026-02-21,1952 ALTAIR PATH,The Village of Pinellas,989900,247377,0
S951.4,2026-02-21,3056 NUTWOOD AVE,The Village of Pinellas,319000,248818,0
S951.73,2026-02-21,2447 UPTON ST,The Village of Pinellas,299000,247728,0
S943.8,2026-02-21,3070 GULFPORT CT,The Village of Pinellas,379000,247590,0
S943.13,2026-02-21,2396 INWOOD PL,The Village of Pinellas,399000,248980,0
S223.105,2026-02-21,3334 NORCOOSE RD,The Village of Collier,424900,246793,0
S232.143,2026-02-21,3434 WENTROP AVE,The Village of Collier,465000,248164,0
S232.146,2026-02-21,3454 WENTROP AVE,The Village of Collier,499900,248407,0
S959.57,2026-02-21,3401 ALWYNE AVE,The Village of Collier,305000,248715,0
S955.62,2026-02-21,2598 ALCADE PL,The Village of Collier,429600,249218,0
S216.57,2026-02-21,3446 ICHABOD WAY,The Village of Hillsborough,479000,248806,0
S217.162,2026-02-21,1583 LEMON LOOP,The Village of Hillsborough,569000,248551,0
S219.35,2026-02-21,3457 TISBURY AVE,The Village of Hillsborough,1050000,248119,0
S220.79,2026-02-21,2136 XANADU LOOP,The Village of Hillsborough,599000,249184,0
S964.72,2026-02-21,3773 IVEY TER,The Village of Hillsborough,274000,248878,0
S218.64,2026-02-21,3560 QUIETWOODS DR,The Village of Lake Deaton,535000,248030,0
S236H.147,2026-02-21,3872 WINE PALM WAY,The Village of Lake Deaton,530000,249307,0
S201.51,2026-02-21,3575 YATES AVE,The Village of Dunedin,619000,249099,0
S202.67,2026-02-21,1329 PINEY WOODS PATH,The Village of Dunedin,455800,247891,0
S202.128,2026-02-21,3706 MANGO CT,The Village of Dunedin,424999,249325,0
S203.14,2026-02-21,3683 FIR ST,The Village of Dunedin,477300,248695,0
S203.31,2026-02-21,3787 FIR ST,The Village of Dunedin,377500,249226,0
S237.38,2026-02-21,1489 PLANK ST,The Village of Dunedin,725000,246208,0
S237.119,2026-02-21,1405 QUARTZ AVE,The Village of Dunedin,515000,248622,0
S961.55,2026-02-21,924 NUTHATCH AVE,The Village of Dunedin,355000,249198,0
S962.54,2026-02-21,1390 VIOLA CT,The Village of Dunedin,289500,249201,0
S968.4,2026-02-21,1251 TAMBOURINE TER,The Village of Dunedin,342777,248658,0
S971.113,2026-02-21,562 AVECILLA DR,Haciendas of Mission Hills,799000,249229,0
S971.128,2026-02-21,646 AVECILLA DR,Haciendas of Mission Hills,847800,248824,0
S966.8,2026-02-21,3776 E TORCH LAKE DR,The Village of Collier at Antrim Dells,849900,247630,0
S966.61,2026-02-21,2433 DAY DR,The Village of Collier at Antrim Dells,589900,248929,0
S966.67,2026-02-21,2461 DAY DR,The Village of Collier at Antrim Dells,659900,248974,0
S966.167,2026-02-21,3949 E TORCH LAKE DR,The Village of Collier at Antrim Dells,575000,248620,0
S969.45,2026-02-21,2877 CHARLEVOIX ST,The Village of Collier at Alden Bungalows,514900,248660,0
S969.117,2026-02-21,2853 PETOSKEY PL,The Village of Collier at Alden Bungalows,545000,248955,0
S969.150,2026-02-21,3463 LEELANAU CT,The Village of Collier at Alden Bungalows,548888,248581,0
S969.160,2026-02-21,3444 LEELANAU CT,The Village of Collier at Alden Bungalows,549900,249283,0
S184.37,2026-02-21,3425 VINEYARD DR,The Village of Labelle,499000,248051,0
S184.99,2026-02-21,389 JUNCTION PL,The Village of Labelle,563700,249331,0
S185.99,2026-02-21,490 INDEPENDENCE PATH,The Village of Labelle,599900,248023,0
S186.59,2026-02-21,483 PINFISH CT,The Village of Labelle,769000,247658,0
S186.74,2026-02-21,468 INK SPOT WAY,The Village of Labelle,465000,249094,0
S833.113,2026-02-21,3256 SENNETT CIR,Oxford Oaks - Family Neighborhood,389000,249075,0
S833.122,2026-02-21,3274 SENNETT CIR,Oxford Oaks - Family Neighborhood,529999,247756,0
S833.130,2026-02-21,3290 SENNETT CIR,Oxford Oaks - Family Neighborhood,440400,249164,0
S833.143,2026-02-21,11201 MIDORA TER,Oxford Oaks - Family Neighborhood,799000,248672,0
S833.166,2026-02-21,3335 ROHAN RD,Oxford Oaks - Family Neighborhood,369000,247613,0
S833.186,2026-02-21,3269 SENNETT CIR,Oxford Oaks - Family Neighborhood,688000,248898,0
S833.189,2026-02-21,3275 SENNETT CIR,Oxford Oaks - Family Neighborhood,429000,248772,0
S833.206,2026-02-21,3342 TRULUCK PL,Oxford Oaks - Family Neighborhood,449000,249031,0
S833.222,2026-02-21,11170 HANSON TER,Oxford Oaks - Family Neighborhood,1079000,248537,0
S833.293,2026-02-21,11387 ZIMMERMAN PATH,Oxford Oaks - Family Neighborhood,424900,248637,0
S833.301,2026-02-21,11403 ZIMMERMAN PATH,Oxford Oaks - Family Neighborhood,455000,247943,0
S833.338,2026-02-21,11297 BERNING TER,Oxford Oaks - Family Neighborhood,644900,246876,0
S833.377,2026-02-21,11368 LAUFERSKY LANE,Oxford Oaks - Family Neighborhood,339900,249323,0
S833.404,2026-02-21,3526 THORNE PATH,Oxford Oaks - Family Neighborhood,425000,248417,0
S833.439,2026-02-21,3260 DZURO DR,Oxford Oaks - Family Neighborhood,1095000,247061,0
S833.548,2026-02-21,11379 SOUTAR AVE,Oxford Oaks - Family Neighborhood,339000,249365,0
S194.214,2026-02-21,4349 WATCH HILL ST,The Village of Osceola Hills,975000,249320,0
S195.166,2026-02-21,4267 TUSCALOOSA PATH,The Village of Osceola Hills,675000,248328,0
S195.174,2026-02-21,4317 TUSCALOOSA PATH,The Village of Osceola Hills,519000,249340,0
S957.17,2026-02-21,4063 WICKHAM CT,The Village of Osceola Hills,474700,248821,0
S958.37,2026-02-21,4138 XANTHUS CT,The Village of Osceola Hills,279000,248976,0
S958.38,2026-02-21,4142 XANTHUS CT,The Village of Osceola Hills,288000,248529,0
L25.9,2026-02-21,1186 BRUSKO DR,The Village of Pine Ridge,824900,248345,0
L28.46,2026-02-21,725 JONES LN,The Village of Pine Ridge,375000,246030,0
L35.5,2026-02-21,3179 MARKWARD DR,The Village of Pine Ridge,599900,248860,0
L35.115,2026-02-21,3208 MARKWARD DR,The Village of Pine Ridge,459000,248452,0
L36.61,2026-02-21,3193 TRUSSLER TER,The Village of Pine Ridge,399000,248627,0
L36.118,2026-02-21,3210 TRUSSLER TER,The Village of Pine Ridge,409900,249167,0
L37.14,2026-02-21,3170 DELK DR,The Village of Pine Ridge,929900,248456,0
L37.45,2026-02-21,3291 DELK DR,The Village of Pine Ridge,529000,249029,0
L104.53,2026-02-21,1061 CARVER CT,The Village of Pine Ridge,355000,245730,0
L105.51,2026-02-21,875 PARRISH PL,The Village of Pine Ridge,344900,248612,0
L30.89,2026-02-21,3317 FINK ST,The Village of Pine Hills,559000,248838,0
L31.118,2026-02-21,3457 BORROWMAN AVE,The Village of Pine Hills,1895000,249154,0
L32.57,2026-02-21,3371 BLAISE TER,The Village of Pine Hills,387000,249140,0
L33.32,2026-02-21,989 VAUGHN WAY,The Village of Pine Hills,499850,248671,0
L33.151,2026-02-21,978 HART DR,The Village of Pine Hills,499000,249034,0
L33.158,2026-02-21,963 HART DR,The Village of Pine Hills,489000,248136,0
L34.105,2026-02-21,3397 MCCABE ST,The Village of Pine Hills,555000,247037,0
L39.63,2026-02-21,1200 MCDONOUGH PL,The Village of Pine Hills,475000,249350,0
L39.111,2026-02-21,3283 WISE WAY,The Village of Pine Hills,599900,248166,0
S94.5,2026-02-21,1563 BLENHEIM TRL,The Village of Sunset Ridge at Sunset Pointe,979000,248450,0
S207.41,2026-02-21,2924 EMORY AVE,The Village of Fernandina at MacClenny,1220000,248486,0
S972.11,2026-02-21,392 WARTINBEE LN,The Village of Sanibel at Clifford,579900,248875,0
S972.23,2026-02-21,2860 RESMONDO RD,The Village of Sanibel at Clifford,674990,248992,0
S616.27,2026-02-21,5615 BOBCAT TER,The Village of Fenney,334900,248834,0
S616.39,2026-02-21,2808 BLACK BEAR LN,The Village of Fenney,399900,248368,0
S617.9,2026-02-21,5776 HONEYSUCKLE AVE,The Village of Fenney,349000,248822,0
S5F.12,2026-02-21,2638 TENNEY LN,The Village of Fenney,990000,249082,0
S1F.16,2026-02-21,3191 WARBLER LOOP,The Village of Fenney,674900,248959,0
S1F.17,2026-02-21,3187 WARBLER LOOP,The Village of Fenney,644000,247727,0
S2F.97,2026-02-21,3085 SPIDER LILY ST,The Village of Fenney,799999,249266,0
S2F.109,2026-02-21,2991 SPIDER LILY ST,The Village of Fenney,445000,249359,0
S2F.123,2026-02-21,5552 CEDAR WAXWING DR,The Village of Fenney,717500,248307,0
S4F.25,2026-02-21,5700 SEA GRAPES WAY,The Village of Fenney,797000,249096,0
S4F.73,2026-02-21,5783 ZEBRA LONGWING PATH,The Village of Fenney,839900,247992,0
S4F.93,2026-02-21,5698 ZEBRA LONGWING PATH,The Village of Fenney,999000,249166,0
S11F.90,2026-02-21,5868 WOOD STORK WAY,The Village of Fenney,619800,248601,0
S624.21,2026-02-21,3021 BEARD RD,The Village of Fenney,309000,248800,0
S624.56,2026-02-21,5866 MARSH CT,The Village of Fenney,305000,248845,0
S625.6,2026-02-21,3144 MERRIT LN,The Village of Fenney,369500,249175,0
S625.7,2026-02-21,3138 MERRIT LN,The Village of Fenney,449000,248965,0
S623.17,2026-02-21,5843 HOWELL TER,The Village of Fenney,235000,248970,0
S8F.73,2026-02-21,5821 GILMORE TER,The Village of Fenney,649977,248830,0
S10F.121,2026-02-21,5810 PENNEY LN,The Village of Fenney,599900,248754,0
S619.11,2026-02-21,2432 DOOLEY ST,The Village of DeSoto,484900,248172,0
S619.37,2026-02-21,2441 NELLIE RD,The Village of DeSoto,359900,248432,0
S619.66,2026-02-21,2402 NELLIE RD,The Village of DeSoto,399900,247725,0
S619.71,2026-02-21,2430 NELLIE RD,The Village of DeSoto,374900,248480,0
S621.28,2026-02-21,2444 LAY LN,The Village of DeSoto,445000,248996,0
S6F.76,2026-02-21,5872 HERNDON TER,The Village of DeSoto,629900,247161,0
S14V.43,2026-02-21,2259 GORDON PATH,The Village of McClure,1100000,248459,0
S14V.77,2026-02-21,2307 GORDON PATH,The Village of McClure,399900,248916,0
S17V.23,2026-02-21,2156 CANNON LOOP,The Village of McClure,1145000,247677,0
S719.3,2026-02-21,5710 CARLA CT,The Village of McClure,375000,247482,0
S719.14,2026-02-21,5690 TATMAN TER,The Village of McClure,420000,249355,0
S720.26,2026-02-21,2335 SNODGRASS LN,The Village of McClure,324000,249238,0
S720.39,2026-02-21,5609 MCCRAY AVE,The Village of McClure,289900,249348,0
S720.47,2026-02-21,5608 MCCRAY AVE,The Village of McClure,289500,248552,0
S722.19,2026-02-21,5740 SANBORN ST,The Village of McClure,699000,248426,0
S722.20,2026-02-21,5746 SANBORN ST,The Village of McClure,585000,248717,0
S722.21,2026-02-21,5752 SANBORN ST,The Village of McClure,675000,249302,0
S973.1,2026-02-21,2890 TORCH POINT LANE,The Village of Collier at Atwood Bungalows,545000,248465,0
S973.54,2026-02-21,2916 TORCH POINT LANE,The Village of Collier at Atwood Bungalows,599900,248744,0
S20V.12,2026-02-21,2297 DEMARCO DR,The Village of Marsh Bend,1495000,247493,0
S20V.62,2026-02-21,5314 EBY PL,The Village of Marsh Bend,459900,249211,0
S21V.9,2026-02-21,2385 JANESY CT,The Village of Marsh Bend,1795000,248416,0
S22V.32,2026-02-21,5429 REYNOLDS RD,The Village of Marsh Bend,599000,248510,0
S22V.41,2026-02-21,5422 ALFREDSON TER,The Village of Marsh Bend,599000,248978,0
S24V.22,2026-02-21,2770 DUNHAM DR,The Village of Marsh Bend,893900,248804,0
S26V.4,2026-02-21,5145 LAWLER LOOP,The Village of Marsh Bend,1195000,249335,0
S26V.14,2026-02-21,5089 LAWLER LOOP,The Village of Marsh Bend,1325000,249225,0
S28V.67,2026-02-21,5055 FRANCIS LOOP,The Village of Marsh Bend,429900,249193,0
S723.12,2026-02-21,5434 SAMUEL ST,The Village of Marsh Bend,347711,249106,0
S725.30,2026-02-21,5439 WEAVER AVE,The Village of Marsh Bend,315000,248469,0
S33V.50,2026-02-21,5784 HENRY LOOP,The Village of Linden,699999,249134,0
S34V.4,2026-02-21,1866 BEGAN PL,The Village of Linden,509900,247872,0
S35V.11,2026-02-21,5557 PARKYN PATH,The Village of Linden,749000,247369,0
S35V.28,2026-02-21,5631 PARKYN PATH,The Village of Linden,675000,248425,0
S35V.69,2026-02-21,1829 ALTON AVE,The Village of Linden,419000,248757,0
S732.14,2026-02-21,5665 FERNANDES CT,The Village of Linden,549000,248131,0
S732.25,2026-02-21,1945 RIEGER RD,The Village of Linden,579000,249179,0
S732.30,2026-02-21,1971 RIEGER RD,The Village of Linden,459000,248688,0
S733.56,2026-02-21,1954 CROMER PL,The Village of Linden,319000,249126,0
S36A.1,2026-02-21,5769 HICKEY WAY,The Village of Monarch Grove,724900,248790,0
S36V.2,2026-02-21,5709 HICKEY WAY,The Village of Monarch Grove,849000,249262,0
S36V.29,2026-02-21,1698 GERMAKIAN LN,The Village of Monarch Grove,429000,247519,0
S36V.47,2026-02-21,5822 HICKEY WAY,The Village of Monarch Grove,382800,247581,0
S36V.73,2026-02-21,1621 MANSERRA ST,The Village of Monarch Grove,384900,248517,0
S36V.79,2026-02-21,1596 MANSERRA ST,The Village of Monarch Grove,519000,249221,0
S37V.28,2026-02-21,5940 REBUSMEN RD,The Village of Monarch Grove,424900,248587,0
S38V.55,2026-02-21,1572 WILLIAMSON DR,The Village of Monarch Grove,749711,248346,0
S38V.64,2026-02-21,1516 WILLIAMSON DR,The Village of Monarch Grove,469000,248763,0
S38V.77,2026-02-21,6021 POLACHECK PL,The Village of Monarch Grove,429000,248240,0
S39V.101,2026-02-21,1690 HARTER WAY,The Village of Monarch Grove,409000,248475,0
S40V.35,2026-02-21,6007 KECKONEN DR,The Village of Monarch Grove,575000,249274,0
S40V.84,2026-02-21,1902 ZIENTARA LOOP,The Village of Monarch Grove,725000,248946,0
S41V.54,2026-02-21,6019 DIJULIO TER,The Village of Monarch Grove,434900,249152,0
S42V.11,2026-02-21,5922 FLINT LOOP,The Village of Monarch Grove,989000,249172,0
S42V.24,2026-02-21,5870 FLINT LOOP,The Village of Monarch Grove,834900,248421,0
S737.8,2026-02-21,1989 CERNY CT,The Village of Monarch Grove,374900,248428,0
S737.14,2026-02-21,2019 CERNY CT,The Village of Monarch Grove,489900,248935,0
S737.24,2026-02-21,5996 SCARDINO ST,The Village of Monarch Grove,399000,248927,0
S737.33,2026-02-21,5997 GAGNON TER,The Village of Monarch Grove,645000,248852,0
S737.35,2026-02-21,5987 GAGNON TER,The Village of Monarch Grove,389900,249222,0
S737.43,2026-02-21,1994 CERNY CT,The Village of Monarch Grove,397900,247955,0
S738.16,2026-02-21,6078 BUDNY AVE,The Village of Monarch Grove,315000,249112,0
S30A.21,2026-02-21,4860 CORDER RUN,The Village of DeLuna,1125000,248634,0
S31V.77,2026-02-21,2799 VICTOR CT,The Village of DeLuna,899000,248793,0
S731.35,2026-02-21,2779 KILCREASE LOOP,The Village of DeLuna,407000,249285,0
S731.47,2026-02-21,2826 KILCREASE LOOP,The Village of DeLuna,425000,248134,0
S117V.10,2026-02-21,3077 ELY CIR,The Village of DeLuna,580000,249276,0
S117V.21,2026-02-21,3143 ELY CIR,The Village of DeLuna,995000,249147,0
S117V.33,2026-02-21,4442 SHANNON LOOP,The Village of DeLuna,687000,248193,0
S117V.39,2026-02-21,3037 LICCIARDELLO PATH,The Village of DeLuna,599000,249104,0
S119V.1,2026-02-21,4577 WHITTINGTON CIR,The Village of DeLuna,969500,249022,0
S125V.41,2026-02-21,4714 WIGHTMAN CIR,The Village of DeLuna,749900,246583,0
S125V.57,2026-02-21,4640 WIGHTMAN CIR,The Village of DeLuna,579000,248823,0
S125V.108,2026-02-21,4681 WIGHTMAN CIR,The Village of DeLuna,549900,248022,0
S126V.35,2026-02-21,4634 RAMSELL RD,The Village of DeLuna,369811,248808,0
S133V.13,2026-02-21,4200 COLLERETTE CT,The Village of DeLuna,840000,248761,0
S133V.100,2026-02-21,3308 WIELENGA PL,The Village of DeLuna,1279000,248630,0
S134V.4,2026-02-21,3391 MILA LOOP,The Village of DeLuna,399000,247915,0
S134V.20,2026-02-21,4140 NADIRA CT,The Village of DeLuna,420000,248035,0
S135V.27,2026-02-21,3402 MELISSA LN,The Village of DeLuna,285000,249303,0
S135V.36,2026-02-21,3423 MELISSA LN,The Village of DeLuna,319900,249077,0
S136V.18,2026-02-21,4090 SILVANA WAY,The Village of DeLuna,276900,247791,0
S136V.38,2026-02-21,4101 CHARLEE LN,The Village of DeLuna,279900,247439,0
S137V.28,2026-02-21,3490 PIPER PL,The Village of DeLuna,424900,249118,0
S130V.13,2026-02-21,4284 GALE LN,The Village of DeLuna,324900,247774,0
S130V.16,2026-02-21,3167 MELLE PL,The Village of DeLuna,329900,247373,0
S132V.30,2026-02-21,4157 TIEDEMANN LOOP,The Village of DeLuna,389000,247878,0
S124V.34,2026-02-21,4550 BROOKE LN,The Village of DeLuna,799900,248590,0
S124V.60,2026-02-21,4549 BROOKE LN,The Village of DeLuna,528800,248120,0
S124V.63,2026-02-21,4531 BROOKE LN,The Village of DeLuna,649500,248343,0
S124V.64,2026-02-21,4525 BROOKE LN,The Village of DeLuna,648900,248919,0
S44A.31,2026-02-21,975 WILDER PATH,The Village of Chitty Chatty,797500,247822,0
S44V.7,2026-02-21,1140 COVEN CT,The Village of Chitty Chatty,850000,248085,0
S45V.5,2026-02-21,1039 AKIN WAY,The Village of Chitty Chatty,649900,248936,0
S45V.59,2026-02-21,813 AKIN WAY,The Village of Chitty Chatty,759000,248281,0
S741.14,2026-02-21,947 COUTURE ST,The Village of Chitty Chatty,415000,249162,0
S741.21,2026-02-21,4920 MACINTYRE LN,The Village of Chitty Chatty,379000,248805,0
S742.7,2026-02-21,4968 ELLIE LN,The Village of Chitty Chatty,339900,248525,0
S742.26,2026-02-21,4951 CARMEN CT,The Village of Chitty Chatty,239900,249200,0
S743.17,2026-02-21,4852 JOHN CRAMER CIR,The Village of Chitty Chatty,308500,249257,0
S744.49,2026-02-21,974 JAY ST,The Village of Chitty Chatty,474999,249345,0
S46V.34,2026-02-21,5396 GODINEZ CT,The Village of Bradford,499000,249214,0
S46V.37,2026-02-21,5375 MARLENE PL,The Village of Bradford,625000,248709,0
S46V.113,2026-02-21,1025 JARBOE AVE,The Village of Bradford,499500,248392,0
S46V.125,2026-02-21,974 RUTHIE RD,The Village of Bradford,499999,248396,0
S46V.174,2026-02-21,1005 RUTHIE RD,The Village of Bradford,439900,248724,0
S46V.194,2026-02-21,5431 BEDNARIK PL,The Village of Bradford,514900,248693,0
S46V.197,2026-02-21,5522 WARE WAY,The Village of Bradford,619747,249028,0
S47V.8,2026-02-21,1132 MAYNARD PATH,The Village of Bradford,699000,248152,0
S47V.9,2026-02-21,1126 MAYNARD PATH,The Village of Bradford,754800,248794,0
S47V.78,2026-02-21,1165 MAYNARD PATH,The Village of Bradford,565000,249279,0
S60V.7,2026-02-21,5181 BUCK ST,The Village of Bradford,739900,249054,0
S60V.30,2026-02-21,1142 BRENDA CT,The Village of Bradford,464850,249003,0
S60V.73,2026-02-21,1160 CHARLENE PL,The Village of Bradford,439000,249247,0
S61V.12,2026-02-21,1047 JANA CT,The Village of Bradford,274000,249061,0
S57V.2,2026-02-21,6074 CONLEY CT,The Village of Citrus Grove,589000,249237,0
S57V.5,2026-02-21,6052 CONLEY CT,The Village of Citrus Grove,625000,248789,0
S66V.3,2026-02-21,573 KAOLIN PATH,The Village of Citrus Grove,369000,248921,0
S66V.22,2026-02-21,6036 SWICORD ST,The Village of Citrus Grove,499000,248401,0
S67V.59,2026-02-21,6064 TOMPKINS ST,The Village of Citrus Grove,239900,248975,0
S58V.3,2026-02-21,6150 BARLEY PATH,The Village of Citrus Grove,1100000,248609,0
S59V.88,2026-02-21,295 PELCHAT PL,The Village of Citrus Grove,329000,248073,0
S59V.98,2026-02-21,278 PELCHAT PL,The Village of Citrus Grove,375000,248574,0
S71V.3,2026-02-21,6219 MULLIGAN RUN,The Village of Citrus Grove,1149800,248532,0
S71V.12,2026-02-21,6138 GRASSO CIR,The Village of Citrus Grove,1199900,247442,0
S71V.14,2026-02-21,6144 GRASSO CIR,The Village of Citrus Grove,1375316,248492,0
S71V.33,2026-02-21,6258 DANIELSON LOOP,The Village of Citrus Grove,929900,248463,0
S71V.202,2026-02-21,6362 MERHOTTEIN LOOP,The Village of Citrus Grove,424900,249280,0
S74V.12,2026-02-21,5992 MULLIGAN RUN,The Village of Citrus Grove,1399000,249314,0
S74V.119,2026-02-21,6144 SINGH LN,The Village of Citrus Grove,389999,248892,0
S74V.122,2026-02-21,6165 BRAMAN PL,The Village of Citrus Grove,799500,248868,0
S68V.12,2026-02-21,6186 DINGMAN WAY,The Village of Citrus Grove,344000,248353,0
S69V.4,2026-02-21,6283 WHITTLE CT,The Village of Citrus Grove,325000,249149,0
S72V.19,2026-02-21,652 PAXTON CT,The Village of Citrus Grove,799500,248923,0
S72V.22,2026-02-21,634 PAXTON CT,The Village of Citrus Grove,899511,248177,0
S72V.44,2026-02-21,639 PAXTON CT,The Village of Citrus Grove,619500,248228,0
S73V.5,2026-02-21,606 RITCH RD,The Village of Citrus Grove,409900,248128,0
S73V.43,2026-02-21,6128 RODRIGUEZ LN,The Village of Citrus Grove,369000,247803,0
S13F.48,2026-02-21,5693 BLANCHARD LN,The Village of Hammock at Fenney,1165000,248837,0
S139V.22,2026-02-21,5921 PRESENTI CT,The Village of Hammock at Fenney,440000,247814,0
S139V.30,2026-02-21,3793 STEPHANIE WAY,The Village of Hammock at Fenney,339900,248295,0
S139V.38,2026-02-21,3806 MITCHELLA LN,The Village of Hammock at Fenney,354900,248447,0
S140V.4,2026-02-21,3719 COYNE LOOP,The Village of Hammock at Fenney,1299000,248864,0
S140V.43,2026-02-21,6014 PHEIL PATH,The Village of Hammock at Fenney,915000,248872,0
S140V.63,2026-02-21,5857 MACKENZIE AVE,The Village of Hammock at Fenney,575000,248284,0
S140V.76,2026-02-21,3759 COYNE LOOP,The Village of Hammock at Fenney,1087000,249209,0
S141V.7,2026-02-21,3687 CAUSEY CT,The Village of Hammock at Fenney,879000,247687,0
S628.3,2026-02-21,3702 SUGARBERRY LN,The Village of Hammock at Fenney,569900,249066,0
S628.33,2026-02-21,5745 MARROT TER,The Village of Hammock at Fenney,429900,248124,0
S628.58,2026-02-21,5761 BRENNAN CT,The Village of Hammock at Fenney,511000,248316,0
S629.20,2026-02-21,5526 COTTRELL CT,The Village of Hammock at Fenney,645000,248920,0
S629.68,2026-02-21,5554 MILLICAN AVE,The Village of Hammock at Fenney,499000,247609,0
S629.69,2026-02-21,5548 MILLICAN AVE,The Village of Hammock at Fenney,424908,247388,0
